"Age","Sex","Country","2020"
"70+","Both sexes","Eurasian Economic Union (EAEU)",..
"70+","Both sexes","EECCA",..
"70+","Both sexes","CIS-11",..
"70+","Both sexes","North America-2",..
"70+","Both sexes","Western Balkans-6",..
"70+","Both sexes","Albania",..
"70+","Both sexes","Andorra",..
"70+","Both sexes","Armenia",..
"70+","Both sexes","Austria",1249437
"70+","Both sexes","Azerbaijan",..
"70+","Both sexes","Belarus",..
"70+","Both sexes","Belgium",1588842
"70+","Both sexes","Bosnia and Herzegovina",..
"70+","Both sexes","Bulgaria",1046369
"70+","Both sexes","Canada",..
"70+","Both sexes","Croatia",590120
"70+","Both sexes","Cyprus",101218
"70+","Both sexes","Czechia",1469303
"70+","Both sexes","Denmark",846759
"70+","Both sexes","Estonia",190248
"70+","Both sexes","Finland",888138
"70+","Both sexes","France",9975830
"70+","Both sexes","Georgia",..
"70+","Both sexes","Germany",13302091
"70+","Both sexes","Greece",1784873
"70+","Both sexes","Hungary",1308918
"70+","Both sexes","Iceland",36218
"70+","Both sexes","Ireland",501751
"70+","Both sexes","Israel",..
"70+","Both sexes","Italy",10427637
"70+","Both sexes","Kazakhstan",..
"70+","Both sexes","Kyrgyzstan",..
"70+","Both sexes","Latvia",281921
"70+","Both sexes","Liechtenstein",..
"70+","Both sexes","Lithuania",401208
"70+","Both sexes","Luxembourg",63922
"70+","Both sexes","Malta",67912
"70+","Both sexes","Monaco",..
"70+","Both sexes","Montenegro",..
"70+","Both sexes","Netherlands",2425132
"70+","Both sexes","North Macedonia",..
"70+","Both sexes","Norway",676709
"70+","Both sexes","Poland",4532628
"70+","Both sexes","Portugal",1669659
"70+","Both sexes","Republic of Moldova",..
"70+","Both sexes","Romania",2475727
"70+","Both sexes","Russian Federation",..
"70+","Both sexes","San Marino",..
"70+","Both sexes","Serbia",..
"70+","Both sexes","Slovakia",586409
"70+","Both sexes","Slovenia",294497
"70+","Both sexes","Spain",6857911
"70+","Both sexes","Sweden",1538335
"70+","Both sexes","Switzerland",1184972
"70+","Both sexes","Tajikistan",..
"70+","Both sexes","Turkiye",4733348
"70+","Both sexes","Turkmenistan",..
"70+","Both sexes","Ukraine",..
"70+","Both sexes","United Kingdom",..
"70+","Both sexes","United States",..
"70+","Both sexes","Uzbekistan",..
"70+","Female","UNECE-56",..
"70+","Female","European Union-27",..
"70+","Female","Euro area-20",..
"70+","Female","Eurasian Economic Union (EAEU)",..
"70+","Female","EECCA",..
"70+","Female","CIS-11",..
"70+","Female","North America-2",..
"70+","Female","Western Balkans-6",..
"70+","Female","Albania",..
"70+","Female","Andorra",..
"70+","Female","Armenia",..
"70+","Female","Austria",723427
"70+","Female","Azerbaijan",..
"70+","Female","Belarus",..
"70+","Female","Belgium",912544
"70+","Female","Bosnia and Herzegovina",..
"70+","Female","Bulgaria",646768
"70+","Female","Canada",..
"70+","Female","Croatia",363567
"70+","Female","Cyprus",55500
"70+","Female","Czechia",879936
"70+","Female","Denmark",465427
"70+","Female","Estonia",129363
"70+","Female","Finland",510746
"70+","Female","France",5822004
"70+","Female","Georgia",..
"70+","Female","Germany",7650129
"70+","Female","Greece",1007226
"70+","Female","Hungary",839954
"70+","Female","Iceland",19206
"70+","Female","Ireland",271127
"70+","Female","Israel",..
"70+","Female","Italy",6011675
"70+","Female","Kazakhstan",..
"70+","Female","Kyrgyzstan",..
"70+","Female","Latvia",195844
"70+","Female","Liechtenstein",..
"70+","Female","Lithuania",275470
"70+","Female","Luxembourg",36058
"70+","Female","Malta",37805
"70+","Female","Monaco",..
"70+","Female","Montenegro",..
"70+","Female","Netherlands",1331321
"70+","Female","North Macedonia",..
"70+","Female","Norway",370045
"70+","Female","Poland",2845569
"70+","Female","Portugal",995880
"70+","Female","Republic of Moldova",..
"70+","Female","Romania",1522277
"70+","Female","Russian Federation",..
"70+","Female","San Marino",..
"70+","Female","Serbia",..
"70+","Female","Slovakia",369366
"70+","Female","Slovenia",175257
"70+","Female","Spain",3979895
"70+","Female","Sweden",836892
"70+","Female","Switzerland",669758
"70+","Female","Tajikistan",..
"70+","Female","Turkiye",2709151
"70+","Female","Turkmenistan",..
"70+","Female","Ukraine",..
"70+","Female","United Kingdom",..
"70+","Female","United States",..
"70+","Female","Uzbekistan",..
"70+","Male","UNECE-56",..
"70+","Male","European Union-27",..
"70+","Male","Euro area-20",..
"70+","Male","Eurasian Economic Union (EAEU)",..
"70+","Male","EECCA",..
"70+","Male","CIS-11",..
"70+","Male","North America-2",..
"70+","Male","Western Balkans-6",..
"70+","Male","Albania",..
"70+","Male","Andorra",..
"70+","Male","Armenia",..
"70+","Male","Austria",526010
"70+","Male","Azerbaijan",..
"70+","Male","Belarus",..
"70+","Male","Belgium",676298
"70+","Male","Bosnia and Herzegovina",..
"70+","Male","Bulgaria",399600
"70+","Male","Canada",..
"70+","Male","Croatia",226552
"70+","Male","Cyprus",45717
"70+","Male","Czechia",589367
"70+","Male","Denmark",381332
"70+","Male","Estonia",60885
"70+","Male","Finland",377392
"70+","Male","France",4153826
"70+","Male","Georgia",..
"70+","Male","Germany",5651961
"70+","Male","Greece",777647
"70+","Male","Hungary",468964
"70+","Male","Iceland",17012
"70+","Male","Ireland",230624
"70+","Male","Israel",..
"70+","Male","Italy",4415962
"70+","Male","Kazakhstan",..
"70+","Male","Kyrgyzstan",..
"70+","Male","Latvia",86077
"70+","Male","Liechtenstein",..
"70+","Male","Lithuania",125737
"70+","Male","Luxembourg",27863
"70+","Male","Malta",30107
"70+","Male","Monaco",..
"70+","Male","Montenegro",..
"70+","Male","Netherlands",1093810
"70+","Male","North Macedonia",..
"70+","Male","Norway",306664
"70+","Male","Poland",1687058
"70+","Male","Portugal",673779
"70+","Male","Republic of Moldova",..
"70+","Male","Romania",953450
"70+","Male","Russian Federation",..
"70+","Male","San Marino",..
"70+","Male","Serbia",..
"70+","Male","Slovakia",217043
"70+","Male","Slovenia",119240
"70+","Male","Spain",2878015
"70+","Male","Sweden",701443
"70+","Male","Switzerland",515213
"70+","Male","Tajikistan",..
"70+","Male","Turkiye",2024197
"70+","Male","Turkmenistan",..
"70+","Male","Ukraine",..
"70+","Male","United Kingdom",..
"70+","Male","United States",..
"70+","Male","Uzbekistan",..
"75+","Both sexes","UNECE-56",..
"75+","Both sexes","European Union-27",..
"75+","Both sexes","Euro area-20",..
"75+","Both sexes","Eurasian Economic Union (EAEU)",..
"75+","Both sexes","EECCA",..
"75+","Both sexes","CIS-11",..
"75+","Both sexes","North America-2",..
"75+","Both sexes","Western Balkans-6",..
"75+","Both sexes","Albania",..
"75+","Both sexes","Andorra",..
"75+","Both sexes","Armenia",..
"75+","Both sexes","Austria",847854
"75+","Both sexes","Azerbaijan",..
"75+","Both sexes","Belarus",..
"75+","Both sexes","Belgium",1034563
"75+","Both sexes","Bosnia and Herzegovina",..
"75+","Both sexes","Bulgaria",623243
"75+","Both sexes","Canada",..
"75+","Both sexes","Croatia",379062
"75+","Both sexes","Cyprus",61878
"75+","Both sexes","Czechia",857228
"75+","Both sexes","Denmark",525597
"75+","Both sexes","Estonia",125684
"75+","Both sexes","Finland",536209
"75+","Both sexes","France",6391470
"75+","Both sexes","Georgia",..
"75+","Both sexes","Germany",9481008
"75+","Both sexes","Greece",1215614
"75+","Both sexes","Hungary",816220
"75+","Both sexes","Iceland",22325
"75+","Both sexes","Ireland",310257
"75+","Both sexes","Israel",..
"75+","Both sexes","Italy",7044871
"75+","Both sexes","Kazakhstan",..
"75+","Both sexes","Kyrgyzstan",..
"75+","Both sexes","Latvia",189839
"75+","Both sexes","Liechtenstein",..
"75+","Both sexes","Lithuania",273665
"75+","Both sexes","Luxembourg",41390
"75+","Both sexes","Malta",39463
"75+","Both sexes","Monaco",..
"75+","Both sexes","Montenegro",..
"75+","Both sexes","Netherlands",1469004
"75+","Both sexes","North Macedonia",..
"75+","Both sexes","Norway",416419
"75+","Both sexes","Poland",2704079
"75+","Both sexes","Portugal",1116728
"75+","Both sexes","Republic of Moldova",..
"75+","Both sexes","Romania",1548186
"75+","Both sexes","Russian Federation",..
"75+","Both sexes","San Marino",..
"75+","Both sexes","Serbia",..
"75+","Both sexes","Slovakia",346972
"75+","Both sexes","Slovenia",192382
"75+","Both sexes","Spain",4638131
"75+","Both sexes","Sweden",982819
"75+","Both sexes","Switzerland",783819
"75+","Both sexes","Tajikistan",..
"75+","Both sexes","Turkiye",2659039
"75+","Both sexes","Turkmenistan",..
"75+","Both sexes","Ukraine",..
"75+","Both sexes","United Kingdom",..
"75+","Both sexes","United States",..
"75+","Both sexes","Uzbekistan",..
"75+","Female","UNECE-56",..
"75+","Female","European Union-27",..
"75+","Female","Euro area-20",..
"75+","Female","Eurasian Economic Union (EAEU)",..
"75+","Female","EECCA",..
"75+","Female","CIS-11",..
"75+","Female","North America-2",..
"75+","Female","Western Balkans-6",..
"75+","Female","Albania",..
"75+","Female","Andorra",..
"75+","Female","Armenia",..
"75+","Female","Austria",506460
"75+","Female","Azerbaijan",..
"75+","Female","Belarus",..
"75+","Female","Belgium",619759
"75+","Female","Bosnia and Herzegovina",..
"75+","Female","Bulgaria",398041
"75+","Female","Canada",..
"75+","Female","Croatia",243222
"75+","Female","Cyprus",34816
"75+","Female","Czechia",537710
"75+","Female","Denmark",298796
"75+","Female","Estonia",89367
"75+","Female","Finland",323582
"75+","Female","France",3897084
"75+","Female","Georgia",..
"75+","Female","Germany",5615444
"75+","Female","Greece",698790
"75+","Female","Hungary",546877
"75+","Female","Iceland",12294
"75+","Female","Ireland",173458
"75+","Female","Israel",..
"75+","Female","Italy",4211317
"75+","Female","Kazakhstan",..
"75+","Female","Kyrgyzstan",..
"75+","Female","Latvia",137166
"75+","Female","Liechtenstein",..
"75+","Female","Lithuania",194230
"75+","Female","Luxembourg",24512
"75+","Female","Malta",22989
"75+","Female","Monaco",..
"75+","Female","Montenegro",..
"75+","Female","Netherlands",841995
"75+","Female","North Macedonia",..
"75+","Female","Norway",237743
"75+","Female","Poland",1789133
"75+","Female","Portugal",688489
"75+","Female","Republic of Moldova",..
"75+","Female","Romania",985580
"75+","Female","Russian Federation",..
"75+","Female","San Marino",..
"75+","Female","Serbia",..
"75+","Female","Slovakia",229984
"75+","Female","Slovenia",120492
"75+","Female","Spain",2786868
"75+","Female","Sweden",552189
"75+","Female","Switzerland",458610
"75+","Female","Tajikistan",..
"75+","Female","Turkiye",1569138
"75+","Female","Turkmenistan",..
"75+","Female","Ukraine",..
"75+","Female","United Kingdom",..
"75+","Female","United States",..
"75+","Female","Uzbekistan",..
"75+","Male","UNECE-56",..
"75+","Male","European Union-27",..
"75+","Male","Euro area-20",..
"75+","Male","Eurasian Economic Union (EAEU)",..
"75+","Male","EECCA",..
"75+","Male","CIS-11",..
"75+","Male","North America-2",..
"75+","Male","Western Balkans-6",..
"75+","Male","Albania",..
"75+","Male","Andorra",..
"75+","Male","Armenia",..
"75+","Male","Austria",341394
"75+","Male","Azerbaijan",..
"75+","Male","Belarus",..
"75+","Male","Belgium",414804
"75+","Male","Bosnia and Herzegovina",..
"75+","Male","Bulgaria",225202
"75+","Male","Canada",..
"75+","Male","Croatia",135840
"75+","Male","Cyprus",27061
"75+","Male","Czechia",319517
"75+","Male","Denmark",226801
"75+","Male","Estonia",36317
"75+","Male","Finland",212627
"75+","Male","France",2494386
"75+","Male","Georgia",..
"75+","Male","Germany",3865564
"75+","Male","Greece",516824
"75+","Male","Hungary",269342
"75+","Male","Iceland",10031
"75+","Male","Ireland",136799
"75+","Male","Israel",..
"75+","Male","Italy",2833554
"75+","Male","Kazakhstan",..
"75+","Male","Kyrgyzstan",..
"75+","Male","Latvia",52673
"75+","Male","Liechtenstein",..
"75+","Male","Lithuania",79434
"75+","Male","Luxembourg",16877
"75+","Male","Malta",16474
"75+","Male","Monaco",..
"75+","Male","Montenegro",..
"75+","Male","Netherlands",627009
"75+","Male","North Macedonia",..
"75+","Male","Norway",178676
"75+","Male","Poland",914946
"75+","Male","Portugal",428238
"75+","Male","Republic of Moldova",..
"75+","Male","Romania",562605
"75+","Male","Russian Federation",..
"75+","Male","San Marino",..
"75+","Male","Serbia",..
"75+","Male","Slovakia",116988
"75+","Male","Slovenia",71890
"75+","Male","Spain",1851263
"75+","Male","Sweden",430630
"75+","Male","Switzerland",325208
"75+","Male","Tajikistan",..
"75+","Male","Turkiye",1089901
"75+","Male","Turkmenistan",..
"75+","Male","Ukraine",..
"75+","Male","United Kingdom",..
"75+","Male","United States",..
"75+","Male","Uzbekistan",..
"80+","Both sexes","UNECE-56",..
"80+","Both sexes","European Union-27",..
"80+","Both sexes","Euro area-20",..
"80+","Both sexes","Eurasian Economic Union (EAEU)",..
"80+","Both sexes","EECCA",..
"80+","Both sexes","CIS-11",..
"80+","Both sexes","North America-2",..
"80+","Both sexes","Western Balkans-6",..
"80+","Both sexes","Albania",83193
"80+","Both sexes","Andorra",..
"80+","Both sexes","Armenia",91769
"80+","Both sexes","Austria",488076
"80+","Both sexes","Azerbaijan",132238
"80+","Both sexes","Belarus",361496
"80+","Both sexes","Belgium",652175
"80+","Both sexes","Bosnia and Herzegovina",127457
"80+","Both sexes","Bulgaria",337104
"80+","Both sexes","Canada",1669718
"80+","Both sexes","Croatia",223310
"80+","Both sexes","Cyprus",34049
"80+","Both sexes","Czechia",444313
"80+","Both sexes","Denmark",277216
"80+","Both sexes","Estonia",78232
"80+","Both sexes","Finland",313907
"80+","Both sexes","France",4141876
"80+","Both sexes","Georgia",134729
"80+","Both sexes","Germany",5808784
"80+","Both sexes","Greece",774472
"80+","Both sexes","Hungary",441523
"80+","Both sexes","Iceland",12698
"80+","Both sexes","Ireland",173325
"80+","Both sexes","Israel",275244
"80+","Both sexes","Italy",4449260
"80+","Both sexes","Kazakhstan",..
"80+","Both sexes","Kyrgyzstan",65914
"80+","Both sexes","Latvia",112266
"80+","Both sexes","Liechtenstein",1568
"80+","Both sexes","Lithuania",164843
"80+","Both sexes","Luxembourg",25025
"80+","Both sexes","Malta",21936
"80+","Both sexes","Monaco",..
"80+","Both sexes","Montenegro",21019
"80+","Both sexes","Netherlands",830374
"80+","Both sexes","North Macedonia",53527
"80+","Both sexes","Norway",233558
"80+","Both sexes","Poland",1681506
"80+","Both sexes","Portugal",678726
"80+","Both sexes","Republic of Moldova",62044
"80+","Both sexes","Romania",927060
"80+","Both sexes","Russian Federation",..
"80+","Both sexes","San Marino",2081
"80+","Both sexes","Serbia",323458
"80+","Both sexes","Slovakia",186900
"80+","Both sexes","Slovenia",114897
"80+","Both sexes","Spain",2867244
"80+","Both sexes","Sweden",540013
"80+","Both sexes","Switzerland",455979
"80+","Both sexes","Tajikistan",..
"80+","Both sexes","Turkiye",1327217
"80+","Both sexes","Turkmenistan",..
"80+","Both sexes","Ukraine",1899165
"80+","Both sexes","United Kingdom",..
"80+","Both sexes","United States",12175152
"80+","Both sexes","Uzbekistan",220136
"80+","Female","UNECE-56",..
"80+","Female","European Union-27",..
"80+","Female","Euro area-20",..
"80+","Female","Eurasian Economic Union (EAEU)",..
"80+","Female","EECCA",..
"80+","Female","CIS-11",..
"80+","Female","North America-2",..
"80+","Female","Western Balkans-6",..
"80+","Female","Albania",43881
"80+","Female","Andorra",..
"80+","Female","Armenia",58462
"80+","Female","Austria",304388
"80+","Female","Azerbaijan",80698
"80+","Female","Belarus",278420
"80+","Female","Belgium",409126
"80+","Female","Bosnia and Herzegovina",80063
"80+","Female","Bulgaria",221506
"80+","Female","Canada",993485
"80+","Female","Croatia",149062
"80+","Female","Cyprus",19743
"80+","Female","Czechia",293642
"80+","Female","Denmark",166299
"80+","Female","Estonia",57955
"80+","Female","Finland",200145
"80+","Female","France",2649180
"80+","Female","Georgia",92035
"80+","Female","Germany",3585250
"80+","Female","Greece",455388
"80+","Female","Hungary",310435
"80+","Female","Iceland",7265
"80+","Female","Ireland",101891
"80+","Female","Israel",110048
"80+","Female","Italy",2776639
"80+","Female","Kazakhstan",..
"80+","Female","Kyrgyzstan",43269
"80+","Female","Latvia",83978
"80+","Female","Liechtenstein",961
"80+","Female","Lithuania",120559
"80+","Female","Luxembourg",15655
"80+","Female","Malta",13510
"80+","Female","Monaco",..
"80+","Female","Montenegro",12683
"80+","Female","Netherlands",504215
"80+","Female","North Macedonia",32085
"80+","Female","Norway",141421
"80+","Female","Poland",1159343
"80+","Female","Portugal",434669
"80+","Female","Republic of Moldova",42970
"80+","Female","Romania",605709
"80+","Female","Russian Federation",..
"80+","Female","San Marino",1241
"80+","Female","Serbia",199418
"80+","Female","Slovakia",129523
"80+","Female","Slovenia",76080
"80+","Female","Spain",1802702
"80+","Female","Sweden",321636
"80+","Female","Switzerland",280935
"80+","Female","Tajikistan",..
"80+","Female","Turkiye",809498
"80+","Female","Turkmenistan",..
"80+","Female","Ukraine",1377803
"80+","Female","United Kingdom",..
"80+","Female","United States",7376941
"80+","Female","Uzbekistan",133858
"80+","Male","UNECE-56",..
"80+","Male","European Union-27",..
"80+","Male","Euro area-20",..
"80+","Male","Eurasian Economic Union (EAEU)",..
"80+","Male","EECCA",..
"80+","Male","CIS-11",..
"80+","Male","North America-2",..
"80+","Male","Western Balkans-6",..
"80+","Male","Albania",39312
"80+","Male","Andorra",..
"80+","Male","Armenia",33307
"80+","Male","Austria",183687
"80+","Male","Azerbaijan",51540
"80+","Male","Belarus",83076
"80+","Male","Belgium",243049
"80+","Male","Bosnia and Herzegovina",47394
"80+","Male","Bulgaria",115597
"80+","Male","Canada",676233
"80+","Male","Croatia",74248
"80+","Male","Cyprus",14305
"80+","Male","Czechia",150670
"80+","Male","Denmark",110917
"80+","Male","Estonia",20277
"80+","Male","Finland",113762
"80+","Male","France",1492696
"80+","Male","Georgia",42694
"80+","Male","Germany",2223534
"80+","Male","Greece",319084
"80+","Male","Hungary",131088
"80+","Male","Iceland",5433
"80+","Male","Ireland",71433
"80+","Male","Israel",165199
"80+","Male","Italy",1672620
"80+","Male","Kazakhstan",..
"80+","Male","Kyrgyzstan",22645
"80+","Male","Latvia",28288
"80+","Male","Liechtenstein",607
"80+","Male","Lithuania",44284
"80+","Male","Luxembourg",9370
"80+","Male","Malta",8425
"80+","Male","Monaco",..
"80+","Male","Montenegro",8336
"80+","Male","Netherlands",326159
"80+","Male","North Macedonia",21442
"80+","Male","Norway",92137
"80+","Male","Poland",522162
"80+","Male","Portugal",244057
"80+","Male","Republic of Moldova",19073
"80+","Male","Romania",321351
"80+","Male","Russian Federation",..
"80+","Male","San Marino",840
"80+","Male","Serbia",124040
"80+","Male","Slovakia",57377
"80+","Male","Slovenia",38816
"80+","Male","Spain",1064542
"80+","Male","Sweden",218376
"80+","Male","Switzerland",175044
"80+","Male","Tajikistan",..
"80+","Male","Turkiye",517718
"80+","Male","Turkmenistan",..
"80+","Male","Ukraine",521362
"80+","Male","United Kingdom",..
"80+","Male","United States",4798211
"80+","Male","Uzbekistan",86278
"85+","Both sexes","UNECE-56",..
"85+","Both sexes","European Union-27",..
"85+","Both sexes","Euro area-20",..
"85+","Both sexes","Eurasian Economic Union (EAEU)",..
"85+","Both sexes","EECCA",..
"85+","Both sexes","CIS-11",..
"85+","Both sexes","North America-2",..
"85+","Both sexes","Western Balkans-6",..
"85+","Both sexes","Albania",..
"85+","Both sexes","Andorra",..
"85+","Both sexes","Armenia",30327
"85+","Both sexes","Austria",225092
"85+","Both sexes","Azerbaijan",..
"85+","Both sexes","Belarus",144501
"85+","Both sexes","Belgium",333513
"85+","Both sexes","Bosnia and Herzegovina",..
"85+","Both sexes","Bulgaria",145494
"85+","Both sexes","Canada",..
"85+","Both sexes","Croatia",94411
"85+","Both sexes","Cyprus",14446
"85+","Both sexes","Czechia",204997
"85+","Both sexes","Denmark",125879
"85+","Both sexes","Estonia",35424
"85+","Both sexes","Finland",152980
"85+","Both sexes","France",2277253
"85+","Both sexes","Georgia",43481
"85+","Both sexes","Germany",2446393
"85+","Both sexes","Greece",382052
"85+","Both sexes","Hungary",199732
"85+","Both sexes","Iceland",6507
"85+","Both sexes","Ireland",82837
"85+","Both sexes","Israel",..
"85+","Both sexes","Italy",2194510
"85+","Both sexes","Kazakhstan",..
"85+","Both sexes","Kyrgyzstan",..
"85+","Both sexes","Latvia",47381
"85+","Both sexes","Liechtenstein",..
"85+","Both sexes","Lithuania",74449
"85+","Both sexes","Luxembourg",12300
"85+","Both sexes","Malta",9881
"85+","Both sexes","Monaco",..
"85+","Both sexes","Montenegro",8142
"85+","Both sexes","Netherlands",387785
"85+","Both sexes","North Macedonia",..
"85+","Both sexes","Norway",117227
"85+","Both sexes","Poland",811569
"85+","Both sexes","Portugal",328065
"85+","Both sexes","Republic of Moldova",22003
"85+","Both sexes","Romania",407490
"85+","Both sexes","Russian Federation",..
"85+","Both sexes","San Marino",..
"85+","Both sexes","Serbia",..
"85+","Both sexes","Slovakia",84328
"85+","Both sexes","Slovenia",54355
"85+","Both sexes","Spain",1571749
"85+","Both sexes","Sweden",262973
"85+","Both sexes","Switzerland",230180
"85+","Both sexes","Tajikistan",..
"85+","Both sexes","Turkiye",487752
"85+","Both sexes","Turkmenistan",..
"85+","Both sexes","Ukraine",..
"85+","Both sexes","United Kingdom",..
"85+","Both sexes","United States",..
"85+","Both sexes","Uzbekistan",70431
"85+","Female","UNECE-56",..
"85+","Female","European Union-27",..
"85+","Female","Euro area-20",..
"85+","Female","Eurasian Economic Union (EAEU)",..
"85+","Female","EECCA",..
"85+","Female","CIS-11",..
"85+","Female","North America-2",..
"85+","Female","Western Balkans-6",..
"85+","Female","Albania",..
"85+","Female","Andorra",..
"85+","Female","Armenia",18801
"85+","Female","Austria",150766
"85+","Female","Azerbaijan",..
"85+","Female","Belarus",115772
"85+","Female","Belgium",222139
"85+","Female","Bosnia and Herzegovina",..
"85+","Female","Bulgaria",97631
"85+","Female","Canada",..
"85+","Female","Croatia",66545
"85+","Female","Cyprus",8717
"85+","Female","Czechia",142586
"85+","Female","Denmark",81346
"85+","Female","Estonia",27476
"85+","Female","Finland",104290
"85+","Female","France",1550115
"85+","Female","Georgia",30483
"85+","Female","Germany",1624162
"85+","Female","Greece",225942
"85+","Female","Hungary",145224
"85+","Female","Iceland",3959
"85+","Female","Ireland",51890
"85+","Female","Israel",..
"85+","Female","Italy",1463842
"85+","Female","Kazakhstan",..
"85+","Female","Kyrgyzstan",..
"85+","Female","Latvia",37034
"85+","Female","Liechtenstein",..
"85+","Female","Lithuania",56384
"85+","Female","Luxembourg",8199
"85+","Female","Malta",6517
"85+","Female","Monaco",..
"85+","Female","Montenegro",4876
"85+","Female","Netherlands",254187
"85+","Female","North Macedonia",..
"85+","Female","Norway",76006
"85+","Female","Poland",583754
"85+","Female","Portugal",221124
"85+","Female","Republic of Moldova",15363
"85+","Female","Romania",270157
"85+","Female","Russian Federation",..
"85+","Female","San Marino",..
"85+","Female","Serbia",..
"85+","Female","Slovakia",60448
"85+","Female","Slovenia",38837
"85+","Female","Spain",1034446
"85+","Female","Sweden",168353
"85+","Female","Switzerland",150691
"85+","Female","Tajikistan",..
"85+","Female","Turkiye",301783
"85+","Female","Turkmenistan",..
"85+","Female","Ukraine",..
"85+","Female","United Kingdom",..
"85+","Female","United States",..
"85+","Female","Uzbekistan",44855
"85+","Male","UNECE-56",..
"85+","Male","European Union-27",..
"85+","Male","Euro area-20",..
"85+","Male","Eurasian Economic Union (EAEU)",..
"85+","Male","EECCA",..
"85+","Male","CIS-11",..
"85+","Male","North America-2",..
"85+","Male","Western Balkans-6",..
"85+","Male","Albania",..
"85+","Male","Andorra",..
"85+","Male","Armenia",11526
"85+","Male","Austria",74326
"85+","Male","Azerbaijan",..
"85+","Male","Belarus",28729
"85+","Male","Belgium",111374
"85+","Male","Bosnia and Herzegovina",..
"85+","Male","Bulgaria",47862
"85+","Male","Canada",..
"85+","Male","Croatia",27866
"85+","Male","Cyprus",5729
"85+","Male","Czechia",62410
"85+","Male","Denmark",44533
"85+","Male","Estonia",7948
"85+","Male","Finland",48690
"85+","Male","France",727138
"85+","Male","Georgia",12997
"85+","Male","Germany",822230
"85+","Male","Greece",156110
"85+","Male","Hungary",54507
"85+","Male","Iceland",2547
"85+","Male","Ireland",30946
"85+","Male","Israel",..
"85+","Male","Italy",730668
"85+","Male","Kazakhstan",..
"85+","Male","Kyrgyzstan",..
"85+","Male","Latvia",10347
"85+","Male","Liechtenstein",..
"85+","Male","Lithuania",18065
"85+","Male","Luxembourg",4101
"85+","Male","Malta",3364
"85+","Male","Monaco",..
"85+","Male","Montenegro",3266
"85+","Male","Netherlands",133597
"85+","Male","North Macedonia",..
"85+","Male","Norway",41221
"85+","Male","Poland",227814
"85+","Male","Portugal",106941
"85+","Male","Republic of Moldova",6640
"85+","Male","Romania",137332
"85+","Male","Russian Federation",..
"85+","Male","San Marino",..
"85+","Male","Serbia",..
"85+","Male","Slovakia",23880
"85+","Male","Slovenia",15518
"85+","Male","Spain",537303
"85+","Male","Sweden",94620
"85+","Male","Switzerland",79488
"85+","Male","Tajikistan",..
"85+","Male","Turkiye",185969
"85+","Male","Turkmenistan",..
"85+","Male","Ukraine",..
"85+","Male","United Kingdom",..
"85+","Male","United States",..
"85+","Male","Uzbekistan",25576
"90+","Both sexes","UNECE-56",..
"90+","Both sexes","European Union-27",..
"90+","Both sexes","Euro area-20",..
"90+","Both sexes","Eurasian Economic Union (EAEU)",..
"90+","Both sexes","EECCA",..
"90+","Both sexes","CIS-11",..
"90+","Both sexes","North America-2",..
"90+","Both sexes","Western Balkans-6",..
"90+","Both sexes","Albania",..
"90+","Both sexes","Andorra",..
"90+","Both sexes","Armenia",..
"90+","Both sexes","Austria",83251
"90+","Both sexes","Azerbaijan",..
"90+","Both sexes","Belarus",..
"90+","Both sexes","Belgium",118196
"90+","Both sexes","Bosnia and Herzegovina",..
"90+","Both sexes","Bulgaria",37146
"90+","Both sexes","Canada",..
"90+","Both sexes","Croatia",24496
"90+","Both sexes","Cyprus",4263
"90+","Both sexes","Czechia",64457
"90+","Both sexes","Denmark",45243
"90+","Both sexes","Estonia",12111
"90+","Both sexes","Finland",55495
"90+","Both sexes","France",906759
"90+","Both sexes","Georgia",..
"90+","Both sexes","Germany",833369
"90+","Both sexes","Greece",136252
"90+","Both sexes","Hungary",66582
"90+","Both sexes","Iceland",2394
"90+","Both sexes","Ireland",32421
"90+","Both sexes","Israel",..
"90+","Both sexes","Italy",798147
"90+","Both sexes","Kazakhstan",..
"90+","Both sexes","Kyrgyzstan",..
"90+","Both sexes","Latvia",15228
"90+","Both sexes","Liechtenstein",..
"90+","Both sexes","Lithuania",22647
"90+","Both sexes","Luxembourg",4366
"90+","Both sexes","Malta",3128
"90+","Both sexes","Monaco",..
"90+","Both sexes","Montenegro",..
"90+","Both sexes","Netherlands",130780
"90+","Both sexes","North Macedonia",..
"90+","Both sexes","Norway",45664
"90+","Both sexes","Poland",272345
"90+","Both sexes","Portugal",101627
"90+","Both sexes","Republic of Moldova",..
"90+","Both sexes","Romania",133315
"90+","Both sexes","Russian Federation",..
"90+","Both sexes","San Marino",..
"90+","Both sexes","Serbia",..
"90+","Both sexes","Slovakia",27694
"90+","Both sexes","Slovenia",17721
"90+","Both sexes","Spain",572514
"90+","Both sexes","Sweden",99471
"90+","Both sexes","Switzerland",83454
"90+","Both sexes","Tajikistan",..
"90+","Both sexes","Turkiye",5673
"90+","Both sexes","Turkmenistan",..
"90+","Both sexes","Ukraine",..
"90+","Both sexes","United Kingdom",..
"90+","Both sexes","United States",..
"90+","Both sexes","Uzbekistan",..
"90+","Female","UNECE-56",..
"90+","Female","European Union-27",..
"90+","Female","Euro area-20",..
"90+","Female","Eurasian Economic Union (EAEU)",..
"90+","Female","EECCA",..
"90+","Female","CIS-11",..
"90+","Female","North America-2",..
"90+","Female","Western Balkans-6",..
